"","subject","trial","Phone_NOTENG","Phone_ENG","Econ","Loc","Glob","acoustic_distance","response_var"
"50","subject_20","trial_2","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"51","subject_21","trial_2","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,1
"52","subject_22","trial_2","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,0
"53","subject_23","trial_2","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"54","subject_24","trial_2","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,0
"55","subject_25","trial_2","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,0
"56","subject_26","trial_2","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"57","subject_27","trial_2","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"58","subject_28","trial_2","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"59","subject_29","trial_2","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,0
"60","subject_30","trial_2","ɡʲ","b",0.2609970674,0.1099706745,0.1180351906,-1.82721759387342,0
"61","subject_1","trial_3","ɡʲ","d",0.2609970674,0.1099706745,0.1180351906,-0.81353474579396,1
"62","subject_2","trial_3","ɡʲ","g",0.2609970674,0.1099706745,0.1180351906,0.48351457045017,1
"63","subject_3","trial_3","ɡʲ","p",0.2609970674,0.1099706745,0.1180351906,-0.73863565453159,1
"64","subject_4","trial_3","ɡʲ","t",0.2609970674,0.1099706745,0.1180351906,-0.953883662266879,1
"65","subject_5","trial_3","ɡʲ","k",0.2609970674,0.1099706745,0.1180351906,-0.47585320022111,1
"66","subject_6","trial_3","ɡʲ","d͡ʒ",0.2609970674,0.1099706745,0.1180351906,-0.27667604381396,0
"67","subject_7","trial_3","ɬ","ʃ",0.08333333333,0.1138519924,0.2352941176,0.0594180034674903,1
"68","subject_8","trial_3","ɬ","l",0.08333333333,0.1138519924,0.2352941176,-0.36662170105357,1
"69","subject_9","trial_3","ɬ","ʒ",0.08333333333,0.1138519924,0.2352941176,-0.12738592633236,1
"70","subject_10","trial_3","pʼ","p",0,0.1524453694,0.07795698925,0.32189851433566,1
"71","subject_11","trial_3","pʼ","t",0,0.1524453694,0.07795698925,-0.57713105678878,1
"72","subject_12","trial_3","pʼ","k",0,0.1524453694,0.07795698925,-0.46323480071326,1
"73","subject_13","trial_3","pʼ","b",0,0.1524453694,0.07795698925,-0.16460921213582,0
"74","subject_14","trial_3","pʼ","d",0,0.1524453694,0.07795698925,-0.72155770150615,1
"75","subject_15","trial_3","pʼ","g",0,0.1524453694,0.07795698925,-0.7233715363913,1
"76","subject_16","trial_3","q","p",0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
"77","subject_17","trial_3","q","t",0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,0
"78","subject_18","trial_3","q","k",0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971,1
"79","subject_19","trial_3","q","b",0.2609970674,-0.05131964809,-0.04765395894,-0.76949838391041,1
"80","subject_20","trial_3","q","d",0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,1
"81","subject_21","trial_3","q","g",0.2609970674,-0.05131964809,-0.04765395894,-0.58358177025076,1
"82","subject_22","trial_3","qʷ","p",0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,0
"83","subject_23","trial_3","qʷ","t",0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
"84","subject_24","trial_3","qʷ","k",0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
"85","subject_25","trial_3","qʷ","b",0.1743308167,0.09094028826,0.0394646534,-1.68132614157317,1
"86","subject_26","trial_3","qʷ","d",0.1743308167,0.09094028826,0.0394646534,-0.73146909928443,1
"87","subject_27","trial_3","qʷ","g",0.1743308167,0.09094028826,0.0394646534,-0.433702190605939,1
"88","subject_28","trial_3","qʷ","w",0.1743308167,0.09094028826,0.0394646534,-0.12366903435088,1
"89","subject_29","trial_3","ʁʷ","r",0.2840501792,0.09867172676,0.1105313093,-0.3093652777156,0
"90","subject_30","trial_3","ʁʷ","h",0.2840501792,0.09867172676,0.1105313093,-0.11512523452443,1
"91","subject_1","trial_4","ʁʷ","w",0.2840501792,0.09867172676,0.1105313093,0.0943979402672896,1
"92","subject_2","trial_4","xʷ","k",0.3342293907,0.1362007168,-0.01290322581,-0.68808191514267,0
"93","subject_3","trial_4","xʷ","h",0.3342293907,0.1362007168,-0.01290322581,0.0594180034674903,1
"94","subject_4","trial_4","xʷ","s",0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
"95","subject_5","trial_4","xʷ","ʃ",0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
"96","subject_6","trial_4","xʷ","w",0.3342293907,0.1362007168,-0.01290322581,-0.0859270232931801,0
"97","subject_7","trial_4","ç","k",0.2925021796,0.1967741935,-0.04887585533,-0.72522508552507,1
"98","subject_8","trial_4","ç","h",0.2925021796,0.1967741935,-0.04887585533,-0.45597212010725,1
"99","subject_9","trial_4","ç","s",0.2925021796,0.1967741935,-0.04887585533,-0.28355236903001,1
"100","subject_10","trial_4","ç","ʃ",0.2925021796,0.1967741935,-0.04887585533,0.0661251304900503,0
"101","subject_11","trial_4","ʃ '","k",0,0.1524453694,0.0188172043,-1.68132614157317,1
"102","subject_12","trial_4","ʃ '","h",0,0.1524453694,0.0188172043,-1.04093413454766,1
"103","subject_13","trial_4","ʃ '","s",0,0.1524453694,0.0188172043,-0.6205589829249,1
"104","subject_14","trial_4","ʃ '","ʃ",0,0.1524453694,0.0188172043,0.20167511999017,1
"105","subject_15","trial_4","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"106","subject_16","trial_4","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"107","subject_17","trial_4","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"108","subject_18","trial_4","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"109","subject_19","trial_4","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"110","subject_20","trial_4","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"111","subject_21","trial_4","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"112","subject_22","trial_4","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"113","subject_23","trial_4","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,1
"114","subject_24","trial_4","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"115","subject_25","trial_4","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"116","subject_26","trial_4","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"117","subject_27","trial_4","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"118","subject_28","trial_4","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"119","subject_29","trial_4","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"120","subject_30","trial_4","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"121","subject_1","trial_5","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"122","subject_2","trial_5","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"123","subject_3","trial_5","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"124","subject_4","trial_5","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"125","subject_5","trial_5","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"126","subject_6","trial_5","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,1
"127","subject_7","trial_5","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"128","subject_8","trial_5","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"129","subject_9","trial_5","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,0
"130","subject_10","trial_5","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"131","subject_11","trial_5","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"132","subject_12","trial_5","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"133","subject_13","trial_5","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"134","subject_14","trial_5","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"135","subject_15","trial_5","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"136","subject_16","trial_5","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"137","subject_17","trial_5","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"138","subject_18","trial_5","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"139","subject_19","trial_5","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,0
"140","subject_20","trial_5","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,0
"141","subject_21","trial_5","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,0
"142","subject_22","trial_5","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,0
"143","subject_23","trial_5","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"144","subject_24","trial_5","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
"145","subject_25","trial_5","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"146","subject_26","trial_5","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"147","subject_27","trial_5","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"148","subject_28","trial_5","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,0
"149","subject_29","trial_5","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"150","subject_30","trial_5","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"151","subject_1","trial_6","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"152","subject_2","trial_6","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"153","subject_3","trial_6","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"154","subject_4","trial_6","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,0
"155","subject_5","trial_6","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"156","subject_6","trial_6","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"157","subject_7","trial_6","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"158","subject_8","trial_6","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"159","subject_9","trial_6","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"160","subject_10","trial_6","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"161","subject_11","trial_6","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"162","subject_12","trial_6","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"163","subject_13","trial_6","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,0
"164","subject_14","trial_6","ɡʲ","b",0.2609970674,0.1099706745,0.1180351906,-1.82721759387342,1
"165","subject_15","trial_6","ɡʲ","d",0.2609970674,0.1099706745,0.1180351906,-0.81353474579396,1
"166","subject_16","trial_6","ɡʲ","g",0.2609970674,0.1099706745,0.1180351906,0.48351457045017,1
"167","subject_17","trial_6","ɡʲ","p",0.2609970674,0.1099706745,0.1180351906,-0.73863565453159,1
"168","subject_18","trial_6","ɡʲ","t",0.2609970674,0.1099706745,0.1180351906,-0.953883662266879,1
"169","subject_19","trial_6","ɡʲ","k",0.2609970674,0.1099706745,0.1180351906,-0.47585320022111,0
"170","subject_20","trial_6","ɡʲ","d͡ʒ",0.2609970674,0.1099706745,0.1180351906,-0.27667604381396,1
"171","subject_21","trial_6","ɬ","ʃ",0.08333333333,0.1138519924,0.2352941176,0.0594180034674903,0
"172","subject_22","trial_6","ɬ","l",0.08333333333,0.1138519924,0.2352941176,-0.36662170105357,1
"173","subject_23","trial_6","ɬ","ʒ",0.08333333333,0.1138519924,0.2352941176,-0.12738592633236,1
"174","subject_24","trial_6","pʼ","p",0,0.1524453694,0.07795698925,0.32189851433566,1
"175","subject_25","trial_6","pʼ","t",0,0.1524453694,0.07795698925,-0.57713105678878,0
"176","subject_26","trial_6","pʼ","k",0,0.1524453694,0.07795698925,-0.46323480071326,1
"177","subject_27","trial_6","pʼ","b",0,0.1524453694,0.07795698925,-0.16460921213582,0
"178","subject_28","trial_6","pʼ","d",0,0.1524453694,0.07795698925,-0.72155770150615,1
"179","subject_29","trial_6","pʼ","g",0,0.1524453694,0.07795698925,-0.7233715363913,0
"180","subject_30","trial_6","q","p",0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
"181","subject_1","trial_7","q","t",0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,1
"182","subject_2","trial_7","q","k",0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971,0
"183","subject_3","trial_7","q","b",0.2609970674,-0.05131964809,-0.04765395894,-0.76949838391041,1
"184","subject_4","trial_7","q","d",0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,1
"185","subject_5","trial_7","q","g",0.2609970674,-0.05131964809,-0.04765395894,-0.58358177025076,0
"186","subject_6","trial_7","qʷ","p",0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
"187","subject_7","trial_7","qʷ","t",0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
"188","subject_8","trial_7","qʷ","k",0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,0
"189","subject_9","trial_7","qʷ","b",0.1743308167,0.09094028826,0.0394646534,-1.68132614157317,1
"190","subject_10","trial_7","qʷ","d",0.1743308167,0.09094028826,0.0394646534,-0.73146909928443,1
"191","subject_11","trial_7","qʷ","g",0.1743308167,0.09094028826,0.0394646534,-0.433702190605939,1
"192","subject_12","trial_7","qʷ","w",0.1743308167,0.09094028826,0.0394646534,-0.12366903435088,1
"193","subject_13","trial_7","ʁʷ","r",0.2840501792,0.09867172676,0.1105313093,-0.3093652777156,0
"194","subject_14","trial_7","ʁʷ","h",0.2840501792,0.09867172676,0.1105313093,-0.11512523452443,1
"195","subject_15","trial_7","ʁʷ","w",0.2840501792,0.09867172676,0.1105313093,0.0943979402672896,1
"196","subject_16","trial_7","xʷ","k",0.3342293907,0.1362007168,-0.01290322581,-0.68808191514267,0
"197","subject_17","trial_7","xʷ","h",0.3342293907,0.1362007168,-0.01290322581,0.0594180034674903,1
"198","subject_18","trial_7","xʷ","s",0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
"199","subject_19","trial_7","xʷ","ʃ",0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
"200","subject_20","trial_7","xʷ","w",0.3342293907,0.1362007168,-0.01290322581,-0.0859270232931801,1
"201","subject_21","trial_7","ç","k",0.2925021796,0.1967741935,-0.04887585533,-0.72522508552507,0
"202","subject_22","trial_7","ç","h",0.2925021796,0.1967741935,-0.04887585533,-0.45597212010725,1
"203","subject_23","trial_7","ç","s",0.2925021796,0.1967741935,-0.04887585533,-0.28355236903001,1
"204","subject_24","trial_7","ç","ʃ",0.2925021796,0.1967741935,-0.04887585533,0.0661251304900503,1
"205","subject_25","trial_7","ʃ '","k",0,0.1524453694,0.0188172043,-1.68132614157317,1
"206","subject_26","trial_7","ʃ '","h",0,0.1524453694,0.0188172043,-1.04093413454766,1
"207","subject_27","trial_7","ʃ '","s",0,0.1524453694,0.0188172043,-0.6205589829249,1
"208","subject_28","trial_7","ʃ '","ʃ",0,0.1524453694,0.0188172043,0.20167511999017,1
"209","subject_29","trial_7","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,1
"210","subject_30","trial_7","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"211","subject_1","trial_8","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,0
"212","subject_2","trial_8","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"213","subject_3","trial_8","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"214","subject_4","trial_8","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"215","subject_5","trial_8","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,0
"216","subject_6","trial_8","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,0
"217","subject_7","trial_8","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,1
"218","subject_8","trial_8","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"219","subject_9","trial_8","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
"220","subject_10","trial_8","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"221","subject_11","trial_8","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"222","subject_12","trial_8","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,0
"223","subject_13","trial_8","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"224","subject_14","trial_8","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"225","subject_15","trial_8","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"226","subject_16","trial_8","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"227","subject_17","trial_8","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"228","subject_18","trial_8","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"229","subject_19","trial_8","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"230","subject_20","trial_8","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,1
"231","subject_21","trial_8","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"232","subject_22","trial_8","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"233","subject_23","trial_8","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"234","subject_24","trial_8","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"235","subject_25","trial_8","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"236","subject_26","trial_8","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"237","subject_27","trial_8","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"238","subject_28","trial_8","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,0
"239","subject_29","trial_8","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"240","subject_30","trial_8","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"241","subject_1","trial_9","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,0
"242","subject_2","trial_9","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"243","subject_3","trial_9","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"244","subject_4","trial_9","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"245","subject_5","trial_9","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"246","subject_6","trial_9","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"247","subject_7","trial_9","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"248","subject_8","trial_9","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
"249","subject_9","trial_9","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"250","subject_10","trial_9","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"251","subject_11","trial_9","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,0
"252","subject_12","trial_9","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"253","subject_13","trial_9","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"254","subject_14","trial_9","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"255","subject_15","trial_9","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,0
"256","subject_16","trial_9","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"257","subject_17","trial_9","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,0
"258","subject_18","trial_9","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"259","subject_19","trial_9","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"260","subject_20","trial_9","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"261","subject_21","trial_9","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"262","subject_22","trial_9","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,0
"263","subject_23","trial_9","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"264","subject_24","trial_9","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
