subject,trial,Phone_NOTENG,Phone_ENG,Econ,Loc,Glob,acoustic_distance,response_var
subject_20,trial_2,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_21,trial_2,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,0
subject_22,trial_2,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
subject_23,trial_2,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_24,trial_2,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_25,trial_2,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,0
subject_26,trial_2,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_27,trial_2,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_28,trial_2,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_29,trial_2,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_30,trial_2,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,1
subject_1,trial_3,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,0
subject_2,trial_3,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,0
subject_3,trial_3,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_4,trial_3,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_5,trial_3,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_6,trial_3,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,0
subject_7,trial_3,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,0
subject_8,trial_3,ɬ,l,0.08333333333,0.1138519924,0.2352941176,-0.3666217010535697,1
subject_9,trial_3,ɬ,ʒ,0.08333333333,0.1138519924,0.2352941176,-0.12738592633236046,0
subject_10,trial_3,pʼ,p,0,0.1524453694,0.07795698925,0.3218985143356603,1
subject_11,trial_3,pʼ,t,0,0.1524453694,0.07795698925,-0.57713105678878,1
subject_12,trial_3,pʼ,k,0,0.1524453694,0.07795698925,-0.46323480071326006,1
subject_13,trial_3,pʼ,b,0,0.1524453694,0.07795698925,-0.16460921213582003,1
subject_14,trial_3,pʼ,d,0,0.1524453694,0.07795698925,-0.7215577015061498,1
subject_15,trial_3,pʼ,g,0,0.1524453694,0.07795698925,-0.7233715363913,0
subject_16,trial_3,q,p,0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,0
subject_17,trial_3,q,t,0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,1
subject_18,trial_3,q,k,0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971027,1
subject_19,trial_3,q,b,0.2609970674,-0.05131964809,-0.04765395894,-0.7694983839104101,1
subject_20,trial_3,q,d,0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,1
subject_21,trial_3,q,g,0.2609970674,-0.05131964809,-0.04765395894,-0.5835817702507602,1
subject_22,trial_3,qʷ,p,0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
subject_23,trial_3,qʷ,t,0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
subject_24,trial_3,qʷ,k,0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
subject_25,trial_3,qʷ,b,0.1743308167,0.09094028826,0.0394646534,-1.6813261415731704,1
subject_26,trial_3,qʷ,d,0.1743308167,0.09094028826,0.0394646534,-0.7314690992844297,1
subject_27,trial_3,qʷ,g,0.1743308167,0.09094028826,0.0394646534,-0.4337021906059393,1
subject_28,trial_3,qʷ,w,0.1743308167,0.09094028826,0.0394646534,-0.12366903435087995,1
subject_29,trial_3,ʁʷ,r,0.2840501792,0.09867172676,0.1105313093,-0.30936527771559996,1
subject_30,trial_3,ʁʷ,h,0.2840501792,0.09867172676,0.1105313093,-0.11512523452443002,1
subject_1,trial_4,ʁʷ,w,0.2840501792,0.09867172676,0.1105313093,0.09439794026728965,0
subject_2,trial_4,xʷ,k,0.3342293907,0.1362007168,-0.01290322581,-0.6880819151426705,0
subject_3,trial_4,xʷ,h,0.3342293907,0.1362007168,-0.01290322581,0.059418003467490266,1
subject_4,trial_4,xʷ,s,0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
subject_5,trial_4,xʷ,ʃ,0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
subject_6,trial_4,xʷ,w,0.3342293907,0.1362007168,-0.01290322581,-0.08592702329318014,1
subject_7,trial_4,ç,k,0.2925021796,0.1967741935,-0.04887585533,-0.7252250855250701,1
subject_8,trial_4,ç,h,0.2925021796,0.1967741935,-0.04887585533,-0.4559721201072495,1
subject_9,trial_4,ç,s,0.2925021796,0.1967741935,-0.04887585533,-0.2835523690300099,1
subject_10,trial_4,ç,ʃ,0.2925021796,0.1967741935,-0.04887585533,0.06612513049005031,0
subject_11,trial_4,ʃ ',k,0,0.1524453694,0.0188172043,-1.6813261415731704,1
subject_12,trial_4,ʃ ',h,0,0.1524453694,0.0188172043,-1.0409341345476593,1
subject_13,trial_4,ʃ ',s,0,0.1524453694,0.0188172043,-0.6205589829248996,1
subject_14,trial_4,ʃ ',ʃ,0,0.1524453694,0.0188172043,0.20167511999016963,1
subject_15,trial_4,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_16,trial_4,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,0
subject_17,trial_4,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_18,trial_4,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_19,trial_4,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_20,trial_4,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_21,trial_4,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_22,trial_4,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_23,trial_4,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_24,trial_4,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_25,trial_4,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_26,trial_4,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_27,trial_4,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_28,trial_4,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_29,trial_4,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_30,trial_4,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_1,trial_5,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_2,trial_5,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_3,trial_5,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_4,trial_5,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_5,trial_5,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_6,trial_5,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_7,trial_5,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_8,trial_5,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,0
subject_9,trial_5,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_10,trial_5,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_11,trial_5,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_12,trial_5,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,0
subject_13,trial_5,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_14,trial_5,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_15,trial_5,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_16,trial_5,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_17,trial_5,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_18,trial_5,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_19,trial_5,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_20,trial_5,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,0
subject_21,trial_5,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_22,trial_5,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_23,trial_5,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_24,trial_5,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_25,trial_5,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_26,trial_5,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_27,trial_5,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_28,trial_5,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_29,trial_5,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_30,trial_5,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_1,trial_6,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_2,trial_6,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_3,trial_6,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,0
subject_4,trial_6,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_5,trial_6,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,0
subject_6,trial_6,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
subject_7,trial_6,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_8,trial_6,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_9,trial_6,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_10,trial_6,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_11,trial_6,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_12,trial_6,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_13,trial_6,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_14,trial_6,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,1
subject_15,trial_6,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,1
subject_16,trial_6,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,1
subject_17,trial_6,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_18,trial_6,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_19,trial_6,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_20,trial_6,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,1
subject_21,trial_6,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,1
subject_22,trial_6,ɬ,l,0.08333333333,0.1138519924,0.2352941176,-0.3666217010535697,1
subject_23,trial_6,ɬ,ʒ,0.08333333333,0.1138519924,0.2352941176,-0.12738592633236046,1
subject_24,trial_6,pʼ,p,0,0.1524453694,0.07795698925,0.3218985143356603,1
subject_25,trial_6,pʼ,t,0,0.1524453694,0.07795698925,-0.57713105678878,1
subject_26,trial_6,pʼ,k,0,0.1524453694,0.07795698925,-0.46323480071326006,0
subject_27,trial_6,pʼ,b,0,0.1524453694,0.07795698925,-0.16460921213582003,1
subject_28,trial_6,pʼ,d,0,0.1524453694,0.07795698925,-0.7215577015061498,0
subject_29,trial_6,pʼ,g,0,0.1524453694,0.07795698925,-0.7233715363913,1
subject_30,trial_6,q,p,0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
subject_1,trial_7,q,t,0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,1
subject_2,trial_7,q,k,0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971027,0
subject_3,trial_7,q,b,0.2609970674,-0.05131964809,-0.04765395894,-0.7694983839104101,1
subject_4,trial_7,q,d,0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,1
subject_5,trial_7,q,g,0.2609970674,-0.05131964809,-0.04765395894,-0.5835817702507602,1
subject_6,trial_7,qʷ,p,0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
subject_7,trial_7,qʷ,t,0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
subject_8,trial_7,qʷ,k,0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
subject_9,trial_7,qʷ,b,0.1743308167,0.09094028826,0.0394646534,-1.6813261415731704,1
subject_10,trial_7,qʷ,d,0.1743308167,0.09094028826,0.0394646534,-0.7314690992844297,1
subject_11,trial_7,qʷ,g,0.1743308167,0.09094028826,0.0394646534,-0.4337021906059393,0
subject_12,trial_7,qʷ,w,0.1743308167,0.09094028826,0.0394646534,-0.12366903435087995,1
subject_13,trial_7,ʁʷ,r,0.2840501792,0.09867172676,0.1105313093,-0.30936527771559996,0
subject_14,trial_7,ʁʷ,h,0.2840501792,0.09867172676,0.1105313093,-0.11512523452443002,0
subject_15,trial_7,ʁʷ,w,0.2840501792,0.09867172676,0.1105313093,0.09439794026728965,1
subject_16,trial_7,xʷ,k,0.3342293907,0.1362007168,-0.01290322581,-0.6880819151426705,0
subject_17,trial_7,xʷ,h,0.3342293907,0.1362007168,-0.01290322581,0.059418003467490266,1
subject_18,trial_7,xʷ,s,0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
subject_19,trial_7,xʷ,ʃ,0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,0
subject_20,trial_7,xʷ,w,0.3342293907,0.1362007168,-0.01290322581,-0.08592702329318014,0
subject_21,trial_7,ç,k,0.2925021796,0.1967741935,-0.04887585533,-0.7252250855250701,1
subject_22,trial_7,ç,h,0.2925021796,0.1967741935,-0.04887585533,-0.4559721201072495,0
subject_23,trial_7,ç,s,0.2925021796,0.1967741935,-0.04887585533,-0.2835523690300099,1
subject_24,trial_7,ç,ʃ,0.2925021796,0.1967741935,-0.04887585533,0.06612513049005031,1
subject_25,trial_7,ʃ ',k,0,0.1524453694,0.0188172043,-1.6813261415731704,1
subject_26,trial_7,ʃ ',h,0,0.1524453694,0.0188172043,-1.0409341345476593,1
subject_27,trial_7,ʃ ',s,0,0.1524453694,0.0188172043,-0.6205589829248996,1
subject_28,trial_7,ʃ ',ʃ,0,0.1524453694,0.0188172043,0.20167511999016963,1
subject_29,trial_7,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_30,trial_7,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_1,trial_8,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_2,trial_8,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_3,trial_8,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_4,trial_8,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_5,trial_8,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_6,trial_8,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_7,trial_8,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_8,trial_8,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_9,trial_8,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_10,trial_8,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_11,trial_8,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
subject_12,trial_8,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_13,trial_8,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_14,trial_8,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_15,trial_8,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,0
subject_16,trial_8,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_17,trial_8,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_18,trial_8,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_19,trial_8,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_20,trial_8,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,0
subject_21,trial_8,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,0
subject_22,trial_8,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_23,trial_8,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_24,trial_8,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,0
subject_25,trial_8,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_26,trial_8,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_27,trial_8,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,0
subject_28,trial_8,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_29,trial_8,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_30,trial_8,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_1,trial_9,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_2,trial_9,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_3,trial_9,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_4,trial_9,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_5,trial_9,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_6,trial_9,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_7,trial_9,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
subject_8,trial_9,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_9,trial_9,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_10,trial_9,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,0
subject_11,trial_9,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,0
subject_12,trial_9,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_13,trial_9,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_14,trial_9,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_15,trial_9,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_16,trial_9,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_17,trial_9,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,0
subject_18,trial_9,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_19,trial_9,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_20,trial_9,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_21,trial_9,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_22,trial_9,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_23,trial_9,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_24,trial_9,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,0
subject_25,trial_9,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_26,trial_9,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,0
subject_27,trial_9,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_28,trial_9,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,1
subject_29,trial_9,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,1
subject_30,trial_9,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,1
subject_1,trial_10,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_2,trial_10,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_3,trial_10,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_4,trial_10,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,1
subject_5,trial_10,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,1
