orig_file	indexnumber	int_name	int_filename
ewan	67	AKAH	ewan67
ewan	68	AKAH	ewan68
ewan	69	EEKEE	ewan69
ewan	70	EEKEE	ewan70
ewan	71	EEKEE	ewan71
ewan	72	EEKEE	ewan72
ewan	73	AFAH	ewan73
ewan	74	AFAH	ewan74
ewan	75	AFAH	ewan75
ewan	76	AFAH	ewan76
ewan	77	EEFEE	ewan77
ewan	78	EEFEE	ewan78
ewan	79	EEFEE	ewan79
ewan	80	EEFEE	ewan80
ewan	81	ASSAH	ewan81
ewan	82	ASSAH	ewan82
ewan	83	ASSAH	ewan83
ewan	84	ASSAH	ewan84
ewan	85	EESSEE	ewan85
ewan	86	EESSEE	ewan86
ewan	87	EESSEE	ewan87
ewan	88	EESSEE	ewan88
ewan	89	ASHAH	ewan89
ewan	90	ASHAH	ewan90
ewan	91	ASHAH	ewan91
ewan	92	ASHAH	ewan92
ewan	93	EESHEE	ewan93
ewan	94	EESHEE	ewan94
ewan	95	EESHEE	ewan95
ewan	96	EESHEE	ewan96
ewan	97	ATHAH	ewan97
ewan	98	ATHAH	ewan98
ewan	99	ATHAH	ewan99
ewan	100	ATHAH	ewan100
ewan	101	EETHEE	ewan101
ewan	102	EETHEE	ewan102
ewan	103	EETHEE	ewan103
ewan	104	EETHEE	ewan104
amelia_consonants	1	APAH	amelia_consonants1
amelia_consonants	2	APAH	amelia_consonants2
amelia_consonants	3	APAH	amelia_consonants3
amelia_consonants	4	APAH	amelia_consonants4
amelia_consonants	5	EEPEE	amelia_consonants5
amelia_consonants	6	EEPEE	amelia_consonants6
amelia_consonants	7	EEPEE	amelia_consonants7
amelia_consonants	8	EEPEE	amelia_consonants8
amelia_consonants	9	ATAH	amelia_consonants9
amelia_consonants	10	ATAH	amelia_consonants10
amelia_consonants	11	ATAH	amelia_consonants11
amelia_consonants	12	ATAH	amelia_consonants12
amelia_consonants	13	EETEE	amelia_consonants13
amelia_consonants	14	EETEE	amelia_consonants14
amelia_consonants	15	EETEE	amelia_consonants15
amelia_consonants	16	EETEE	amelia_consonants16
amelia_consonants	17	AKAH	amelia_consonants17
amelia_consonants	18	AKAH	amelia_consonants18
amelia_consonants	19	AKAH	amelia_consonants19
amelia_consonants	20	AKAH	amelia_consonants20
amelia_consonants	21	EEKEE	amelia_consonants21
amelia_consonants	22	EEKEE	amelia_consonants22
amelia_consonants	23	EEKEE	amelia_consonants23
amelia_consonants	24	EEKEE	amelia_consonants24
amelia_consonants	25	AFAH	amelia_consonants25
amelia_consonants	26	AFAH	amelia_consonants26
amelia_consonants	27	AFAH	amelia_consonants27
amelia_consonants	28	AFAH	amelia_consonants28
amelia_consonants	29	EEFEE	amelia_consonants29
amelia_consonants	30	EEFEE	amelia_consonants30
amelia_consonants	31	EEFEE	amelia_consonants31
amelia_consonants	32	EEFEE	amelia_consonants32
amelia_consonants	33	ASSAH	amelia_consonants33
amelia_consonants	34	ASSAH	amelia_consonants34
amelia_consonants	35	ASSAH	amelia_consonants35
amelia_consonants	36	ASSAH	amelia_consonants36
amelia_consonants	37	EESSEE	amelia_consonants37
amelia_consonants	38	EESSEE	amelia_consonants38
amelia_consonants	39	EESSEE	amelia_consonants39
amelia_consonants	40	EESSEE	amelia_consonants40
amelia_consonants	41	ASHAH	amelia_consonants41
amelia_consonants	42	ASHAH	amelia_consonants42
amelia_consonants	43	ASHAH	amelia_consonants43
amelia_consonants	44	ASHAH	amelia_consonants44
amelia_consonants	45	EESHEE	amelia_consonants45
amelia_consonants	46	EESHEE	amelia_consonants46
amelia_consonants	47	EESHEE	amelia_consonants47
amelia_consonants	48	EESHEE	amelia_consonants48
amelia_consonants	49	ATHAH	amelia_consonants49
amelia_consonants	50	ATHAH	amelia_consonants50
amelia_consonants	51	ATHAH	amelia_consonants51
amelia_consonants	52	ATHAH	amelia_consonants52
amelia_consonants	53	EETHEE	amelia_consonants53
amelia_consonants	54	EETHEE	amelia_consonants54
amelia_consonants	55	EETHEE	amelia_consonants55
amelia_consonants	56	EETHEE	amelia_consonants56
amelia_vowels	1	HADAH	amelia_vowels1
amelia_vowels	2	HADAH	amelia_vowels2
amelia_vowels	3	HADAH	amelia_vowels3
amelia_vowels	4	HADAH	amelia_vowels4
amelia_vowels	5	HADI	amelia_vowels5
amelia_vowels	6	HADI	amelia_vowels6
amelia_vowels	7	HADI	amelia_vowels7
amelia_vowels	8	HADI	amelia_vowels8
amelia_vowels	9	HAEDAH	amelia_vowels9
amelia_vowels	10	HAEDAH	amelia_vowels10
amelia_vowels	11	HAEDAH	amelia_vowels11
amelia_vowels	12	HAEDAH	amelia_vowels12
amelia_vowels	13	HAEDI	amelia_vowels13
amelia_vowels	14	HAEDI	amelia_vowels14
amelia_vowels	15	HAEDI	amelia_vowels15
amelia_vowels	16	HAEDI	amelia_vowels16
amelia_vowels	17	HEEDAH	amelia_vowels17
amelia_vowels	18	HEEDAH	amelia_vowels18
amelia_vowels	19	HEEDAH	amelia_vowels19
amelia_vowels	20	HEEDAH	amelia_vowels20
amelia_vowels	21	HEEDI	amelia_vowels21
amelia_vowels	22	HEEDI	amelia_vowels22
amelia_vowels	23	HEEDI	amelia_vowels23
amelia_vowels	24	HEEDI	amelia_vowels24
amelia_vowels	25	HUHDAH	amelia_vowels25
amelia_vowels	26	HUHDAH	amelia_vowels26
amelia_vowels	27	HUHDAH	amelia_vowels27
amelia_vowels	28	HUHDAH	amelia_vowels28
amelia_vowels	29	HUHDI	amelia_vowels29
amelia_vowels	30	HUHDI	amelia_vowels30
amelia_vowels	31	HUHDI	amelia_vowels31
amelia_vowels	32	HUHDI	amelia_vowels32
amelia_vowels	33	HOODAH	amelia_vowels33
amelia_vowels	34	HOODAH	amelia_vowels34
amelia_vowels	35	HOODAH	amelia_vowels35
amelia_vowels	36	HOODAH	amelia_vowels36
amelia_vowels	37	HOODI	amelia_vowels37
amelia_vowels	38	HOODI	amelia_vowels38
amelia_vowels	39	HOODI	amelia_vowels39
amelia_vowels	40	HOODI	amelia_vowels40
amelia_vowels	41	WHODAH	amelia_vowels41
amelia_vowels	42	WHODAH	amelia_vowels42
amelia_vowels	43	WHODAH	amelia_vowels43
amelia_vowels	44	WHODAH	amelia_vowels44
amelia_vowels	45	WHODI	amelia_vowels45
amelia_vowels	46	WHODI	amelia_vowels46
amelia_vowels	47	WHODI	amelia_vowels47
amelia_vowels	48	WHODI	amelia_vowels48
