"","X.1","X","trip_id_2","var1","var2","var3","subject_id","tripletid","delta_dist_sub","subject_language","user_corr","phone_TGT","phone_OTH","phone_X","word_X","word_OTH","word_TGT","speaker_lang","fake_user_corr"
"34",34,34,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_QLTORFAUPY","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"35",35,35,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_VHNXKCTPGY","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"36",36,36,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_CSKAOILVZG","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"37",37,37,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_DIGHMRZLPU","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"38",38,38,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_WHUJSAETKQ","stimulus1_A",0.783305834923916,"English",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"39",39,39,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_GQNFBXPZSD","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"40",40,40,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_VPMSCXUJAN","stimulus1_A",0.783305834923916,"English",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"41",41,41,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_WJXGTNHBDP","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"42",42,42,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_NZLPFAHTKB","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"43",43,43,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_GWZSFPCMOA","stimulus1_A",0.783305834923916,"English",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"44",44,44,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_MRIPLFQBAU","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"45",45,45,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_BPRVUJKCQT","stimulus1_A",0.783305834923916,"French",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"46",46,46,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_VOXKQDNAGI","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"47",47,47,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_PCJRBVAFGK","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"48",48,48,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_PCJRBVAFGK","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"49",49,49,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_ANMRJVBCHE","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"50",50,50,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_BNIGQTFEXV","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"51",51,51,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_GWMVXJRQTZ","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"52",52,52,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_FGDYRSVPKC","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"53",53,53,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_EZLPMDFCRW","stimulus1_A",0.783305834923916,"French",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"54",54,54,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_CLBQXPARZD","stimulus1_A",0.783305834923916,"French",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",0
"55",55,55,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_JYDIRUCSPN","stimulus1_A",0.783305834923916,"French",1,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"56",56,56,"stimulus1_Akabarde",-0.0410199286785632,-0.0348442397434441,0.0246906297133994,"X_JYDIRUCSPN","stimulus1_A",0.783305834923916,"French",0,"ɑ","æ","ɑ","HADI","HAEDI","HADI","kabarde",1
"57",57,57,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_USOZJQCKNP","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"58",58,58,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_PAUOGDRHWC","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"59",59,59,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_YNBAOIZRUF","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"60",60,60,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_WBDYKIXFME","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"61",61,61,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_ADBVFQEMRU","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"62",62,62,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_QLTORFAUPY","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"63",63,63,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_VHNXKCTPGY","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"64",64,64,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_CSKAOILVZG","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"65",65,65,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_DIGHMRZLPU","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"66",66,66,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_WHUJSAETKQ","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"67",67,67,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_GQNFBXPZSD","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"68",68,68,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_VPMSCXUJAN","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"69",69,69,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_WJXGTNHBDP","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"70",70,70,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_NZLPFAHTKB","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"71",71,71,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_GWZSFPCMOA","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"72",72,72,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_MRIPLFQBAU","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"73",73,73,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_BPRVUJKCQT","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"74",74,74,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_VOXKQDNAGI","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"75",75,75,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_PCJRBVAFGK","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"76",76,76,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_ANMRJVBCHE","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"77",77,77,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_BNIGQTFEXV","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"78",78,78,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_GWMVXJRQTZ","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"79",79,79,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_FGDYRSVPKC","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"80",80,80,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_EZLPMDFCRW","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"81",81,81,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_CLBQXPARZD","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",0
"82",82,82,"stimulus10_Bhindi",-0.0235715037547766,0.0257618208626159,-0.0172141321913626,"X_JYDIRUCSPN","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","hindi",1
"83",83,83,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_USOZJQCKNP","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"84",84,84,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_PAUOGDRHWC","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"85",85,85,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_YNBAOIZRUF","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"86",86,86,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_WBDYKIXFME","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"87",87,87,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_ADBVFQEMRU","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"88",88,88,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_QLTORFAUPY","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"89",89,89,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_VHNXKCTPGY","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"90",90,90,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_CSKAOILVZG","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"91",91,91,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_DIGHMRZLPU","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"92",92,92,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_WHUJSAETKQ","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"93",93,93,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_GQNFBXPZSD","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"94",94,94,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_VPMSCXUJAN","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"95",95,95,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_WJXGTNHBDP","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"96",96,96,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_NZLPFAHTKB","stimulus10_B",-1.12269016989192,"English",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"97",97,97,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_GWZSFPCMOA","stimulus10_B",-1.12269016989192,"English",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"98",98,98,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_MRIPLFQBAU","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"99",99,99,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_BPRVUJKCQT","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"100",100,100,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_VOXKQDNAGI","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"101",101,101,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_PCJRBVAFGK","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"102",102,102,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_ANMRJVBCHE","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"103",103,103,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_BNIGQTFEXV","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"104",104,104,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_GWMVXJRQTZ","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",1
"105",105,105,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_FGDYRSVPKC","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"106",106,106,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_EZLPMDFCRW","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"107",107,107,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_CLBQXPARZD","stimulus10_B",-1.12269016989192,"French",0,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"108",108,108,"stimulus10_Bkabarde",0.0707662599004544,0.0822728773736729,-0.00233317981040965,"X_JYDIRUCSPN","stimulus10_B",-1.12269016989192,"French",1,"ɑ","ʊ","ɑ","HADAH","HOODAH","HADAH","kabarde",0
"109",109,109,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_USOZJQCKNP","stimulus101_A",0.656583730331936,"English",1,"k","t","k","EEKEE","EETEE","EEKEE","hindi",1
"110",110,110,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_PAUOGDRHWC","stimulus101_A",0.656583730331936,"English",1,"k","t","k","EEKEE","EETEE","EEKEE","hindi",1
"111",111,111,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_YNBAOIZRUF","stimulus101_A",0.656583730331936,"English",1,"k","t","k","EEKEE","EETEE","EEKEE","hindi",0
"112",112,112,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_WBDYKIXFME","stimulus101_A",0.656583730331936,"English",0,"k","t","k","EEKEE","EETEE","EEKEE","hindi",1
"113",113,113,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_ADBVFQEMRU","stimulus101_A",0.656583730331936,"English",1,"k","t","k","EEKEE","EETEE","EEKEE","hindi",1
"114",114,114,"stimulus101_Ahindi",-0.00612307883098991,-0.00454120944041403,0.0485001535229234,"X_QLTORFAUPY","stimulus101_A",0.656583730331936,"English",1,"k","t","k","EEKEE","EETEE","EEKEE","hindi",0
